country_code,sector,year,question_code,question_text_2023,response,response_score
ESP,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
SWE,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CHE,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
TUR,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
GBR,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BRA,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BRA2,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
BGR,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CYP,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
HRV,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
MLT,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
PER,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ROU,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ZAF,Rail,2018,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
AUT,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
AUS,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BEL,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
CAN,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CHL,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
COL,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
CRI,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CZE,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
DNK,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
EST,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
FIN,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
FRA,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
DEU,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
GRC,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
HUN,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
ISL,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
IRL,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ISR,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ITA,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
JPN,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
KOR,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
LVA,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
LTU,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
LUX,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
MEX,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NLD,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NZL,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NOR,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
POL,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
PRT,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
SVK,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
SVN,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ESP,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
SWE,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CHE,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
TUR,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
GBR,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BRA,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BRA2,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
BGR,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CYP,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
HRV,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
MLT,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
PER,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ROU,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ZAF,Rail,2023,Q3ab.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,.,NA
AUT,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
AUS,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
BEL,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CAN,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
CHL,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
COL,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
CRI,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CZE,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
DNK,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
EST,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
FIN,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
FRA,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
DEU,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
GRC,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
HUN,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
ISL,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
IRL,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ISR,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ITA,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
JPN,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
KOR,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
LVA,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LTU,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LUX,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
MEX,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
NLD,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
NZL,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
NOR,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
POL,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
PRT,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SVK,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
SVN,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
ESP,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SWE,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CHE,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
TUR,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
GBR,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
BRA,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
BRA2,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
BGR,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CYP,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
HRV,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
MLT,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
PER,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
ROU,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
ZAF,Air,2018,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
AUT,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
AUS,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
BEL,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CAN,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
CHL,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
COL,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
CRI,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CZE,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
DNK,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
EST,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
FIN,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
FRA,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
DEU,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
GRC,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
HUN,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
ISL,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
IRL,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ISR,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ITA,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
JPN,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
KOR,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LVA,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LTU,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LUX,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
MEX,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
NLD,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
NZL,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
NOR,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
POL,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
PRT,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SVK,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
SVN,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
ESP,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SWE,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CHE,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
TUR,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
GBR,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
BRA,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
BRA2,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
BGR,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CYP,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
HRV,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
MLT,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
PER,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ROU,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
ZAF,Air,2023,Q3bb.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
AUT,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
AUS,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
BEL,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CAN,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
CHL,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
COL,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
CRI,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CZE,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
DNK,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
EST,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
FIN,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
FRA,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
DEU,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
GRC,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
HUN,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
ISL,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
IRL,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
ISR,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
ITA,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
JPN,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
KOR,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
LVA,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
LTU,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
LUX,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
MEX,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
NLD,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
NZL,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
NOR,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
POL,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
PRT,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
SVK,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
SVN,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
ESP,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
SWE,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
CHE,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
TUR,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
GBR,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
BRA,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
BRA2,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
BGR,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
CYP,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
HRV,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
MLT,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
PER,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
ROU,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
ZAF,Air,2018,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
AUT,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
AUS,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
BEL,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CAN,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
CHL,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
COL,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
CRI,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CZE,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
DNK,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
EST,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
FIN,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
FRA,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
DEU,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
GRC,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
HUN,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
ISL,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
IRL,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
ISR,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
ITA,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
JPN,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
KOR,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
LVA,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
LTU,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
LUX,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
MEX,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
NLD,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
NZL,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
NOR,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
POL,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
PRT,Air,2023,Q3bb.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
